dataset_dir,field,old_value,new_value,reason
srsd/srsd-feynman_medium_dummy/feynman-iii.19.51,target.ood_range,null,"[-169713284751786763558095968796672, -7372531772292371456]",computed from ood_test target min/max
srsd/srsd-feynman_medium_dummy/feynman-iii.4.32,target.ood_range,null,"[87.3190538543, 1750923.67943]",computed from ood_test target min/max
srsd/srsd-feynman_medium_dummy/feynman-iii.8.54,target.ood_range,null,"[5.78542711161e-06, 0.999999738081]",computed from ood_test target min/max
vladislavleva/Vladislavleva-1,splits.train.ratio,null,8,samples / id_test.samples
vladislavleva/Vladislavleva-1,splits.valid.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-1,splits.id_test.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-1,splits.ood_test.ratio,null,4884.1,samples / id_test.samples
vladislavleva/Vladislavleva-1,splits.train.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-1,splits.valid.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-1,splits.id_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-1,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-2,splits.train.ratio,null,8,samples / id_test.samples
vladislavleva/Vladislavleva-2,splits.valid.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-2,splits.id_test.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-2,splits.ood_test.ratio,null,22.1,samples / id_test.samples
vladislavleva/Vladislavleva-2,splits.train.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-2,splits.valid.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-2,splits.id_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-2,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-3,splits.train.ratio,null,8,samples / id_test.samples
vladislavleva/Vladislavleva-3,splits.valid.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-3,splits.id_test.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-3,splits.ood_test.ratio,null,84.7166666667,samples / id_test.samples
vladislavleva/Vladislavleva-3,splits.train.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-3,splits.valid.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-3,splits.id_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-3,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-4,splits.train.ratio,null,8.03921568627,samples / id_test.samples
vladislavleva/Vladislavleva-4,splits.valid.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-4,splits.id_test.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-4,splits.ood_test.ratio,null,49.0196078431,samples / id_test.samples
vladislavleva/Vladislavleva-4,splits.train.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-4,splits.valid.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-4,splits.id_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-4,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-5,splits.train.ratio,null,8,samples / id_test.samples
vladislavleva/Vladislavleva-5,splits.valid.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-5,splits.id_test.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-5,splits.ood_test.ratio,null,82.5,samples / id_test.samples
vladislavleva/Vladislavleva-5,splits.train.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-5,splits.valid.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-5,splits.id_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-5,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-6,splits.train.ratio,null,8,samples / id_test.samples
vladislavleva/Vladislavleva-6,splits.valid.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-6,splits.id_test.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-6,splits.ood_test.ratio,null,31212,samples / id_test.samples
vladislavleva/Vladislavleva-6,splits.train.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-6,splits.valid.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-6,splits.id_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-6,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-7,splits.train.ratio,null,8,samples / id_test.samples
vladislavleva/Vladislavleva-7,splits.valid.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-7,splits.id_test.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-7,splits.ood_test.ratio,null,33.3333333333,samples / id_test.samples
vladislavleva/Vladislavleva-7,splits.train.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-7,splits.valid.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-7,splits.id_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-7,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-8,splits.train.ratio,null,8,samples / id_test.samples
vladislavleva/Vladislavleva-8,splits.valid.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-8,splits.id_test.ratio,null,1,samples / id_test.samples
vladislavleva/Vladislavleva-8,splits.ood_test.ratio,null,217.8,samples / id_test.samples
vladislavleva/Vladislavleva-8,splits.train.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-8,splits.valid.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-8,splits.id_test.nmse,null,0,computed from formula.py and split CSV
vladislavleva/Vladislavleva-8,splits.ood_test.nmse,null,0,computed from formula.py and split CSV
